sample,NPSS1,NPSS2,NPSS3,NPSS4,NPSS5,NPSS6,Genus
ASV156,0.000309885342423303,0.000371862410907964,0.000294391075302138,0.000650759219088937,0.000170436938332817,0.000325379609544469,g__unidentified_Monhysterida
ASV162,0.000759219088937093,0.000619770684846607,0.00100712736287574,0.000495816547877285,0.010040285094515,0.000573287883483111,g__Leptomyxa
ASV163,0.000526805082119616,0.000216919739696312,0.000526805082119616,0.000542299349240781,0.000588782150604276,0.000309885342423303,g__unidentified_Tubulinea
ASV164,0.00048032228075612,0.000464828013634955,0.00371862410907964,0.000774713356058258,0.00615122404710257,0.00103811589711807,g__unidentified_Gracilipodida
ASV165,0.00176634645181283,0.000511310814998451,0.0109544468546638,0.0055624418964983,0.000836690424542919,0.000356368143786799,g__unclassified
ASV168,0.00410598078710877,0.00127052990393554,0.000619770684846607,0.00193678339014565,0.00154942671211652,0.000604276417725442,g__Singhamoeba
ASV169,0.00210722032847846,0.000790207623179424,0.000867678958785249,0.00187480632166099,0.00103811589711807,0.000790207623179424,g__unclassified
ASV173,0,0,0,0,0,0,g__unclassified
ASV174,0.00041834521227146,0.000325379609544469,0.000635264951967772,0.00044933374651379,0.000263402541059808,0.000309885342423303,g__unclassified
ASV175,0,0,0,0,0,0,g__unclassified
ASV181,0,0,0,0,0.000759219088937093,0,g__unclassified
ASV182,0,0.000139448404090487,0.00131701270529904,0.000914161760148745,0,0.0014254725751472,g__unclassified
ASV183,0.000588782150604276,0.000154942671211652,0.000433839479392625,0.000464828013634955,0.000325379609544469,0.000201425472575147,g__unclassified
ASV184,0.000464828013634955,0,0,0,0,0,g__unclassified
ASV185,0,0.000387356678029129,0.000650759219088937,0.00044933374651379,0,0,g__unclassified
ASV186,0.000356368143786799,0.000712736287573598,0.00105361016423923,0.00116207003408739,0.00048032228075612,0.00044933374651379,g__Filamoeba
ASV188,0,0,0,0.000340873876665634,0,0.00096064456151224,g__unclassified
ASV189,0,0,0.000340873876665634,0,0.000588782150604276,0,g__unclassified
ASV190,0.00140997830802603,0.000201425472575147,0.000402850945150294,0.000526805082119616,0.00165788658196467,0.000542299349240781,g__Luapeleamoeba
ASV191,0,0.000108459869848156,0.000185931205453982,0.000123954136969321,0,0.000852184691664084,g__Rhogostoma
ASV192,0,0,0.000108459869848156,0,0,3.09885342423303e-05,g__unclassified
ASV195,0,0.000263402541059808,0.000294391075302138,0.000371862410907964,0.000154942671211652,0.000232414006817478,g__unclassified
ASV197,0.000495816547877285,0.000387356678029129,0.000650759219088937,0.0105206073752712,0.000774713356058258,0.000387356678029129,g__unidentified_Arachnida
ASV199,0.000387356678029129,0.000278896808180973,0.00235512860241711,0.000495816547877285,0.000619770684846607,0.000278896808180973,g__unidentified_Cercomonadidae
ASV200,0,0,0,0,9.2965602726991e-05,0.000309885342423303,g__Didymium
ASV202,0,0,0.000201425472575147,0,0,0,g__unclassified
ASV205,0,0,0,0.000511310814998451,0,0,g__Allovahlkampfia
ASV206,0,0,0.000790207623179424,0,0,0,g__unclassified
ASV207,0.000325379609544469,0.000201425472575147,0.000247908273938643,0.000185931205453982,0.000154942671211652,0.00096064456151224,g__unclassified
ASV208,0,0,0,0,0,0,g__unclassified
ASV212,0.00105361016423923,0.000526805082119616,0.00176634645181283,0.00333126743105051,0.00139448404090487,0.00233963433529594,g__Rhogostoma
ASV215,0,0,0,0,0,0,g__unclassified
ASV216,0,0,0,0,0.000154942671211652,0,g__Poteriospumella
ASV217,0.000681747753331267,0.00182832352029749,0.000573287883483111,0.000852184691664084,0.000309885342423303,0.000247908273938643,g__Cercomonas
ASV219,0,0,0,0,0,0.0013789897737837,g__unidentified_Chlorophyceae
ASV220,0,0,0,0,0,0,g__unclassified
ASV222,0,0,0.000712736287573598,0.0013789897737837,0,0,g__Allovahlkampfia
ASV223,0.000325379609544469,0.000139448404090487,0.000340873876665634,0.000185931205453982,0.000201425472575147,0.00224666873256895,g__unclassified
ASV224,0.000635264951967772,0.000232414006817478,0.00048032228075612,0.000433839479392625,0.00044933374651379,0.000325379609544469,g__Sorosphaerula
ASV227,0.000619770684846607,0.000139448404090487,0.000619770684846607,0.0062286953827084,0.000309885342423303,0.000232414006817478,g__unidentified_Haplotaxida
ASV230,0.000495816547877285,0.000325379609544469,0,0.000805701890300589,0.0061822125813449,0.000170436938332817,g__unclassified
ASV232,0.000852184691664084,0,0.00492717694453052,0.000697242020452433,0.00299039355438488,0.000604276417725442,g__unclassified
ASV234,0.000340873876665634,0.000232414006817478,0.000619770684846607,0.000201425472575147,0.00505113108149985,0.000201425472575147,Unassigned_Genus
ASV236,0,0,0.000604276417725442,0,0,0.00148744964363186,g__unclassified
ASV237,0,0,0,0,0,0.000464828013634955,g__Allovahlkampfia
ASV241,0.000511310814998451,0.000387356678029129,0.00175085218469166,0.00227765726681128,0.000588782150604276,0.000743724821815928,g__unclassified
ASV244,0.00643012085528355,0,0,0,0.00182832352029749,0,g__Gonostomum
ASV246,0,0.000139448404090487,0.000542299349240781,0.000263402541059808,0.000232414006817478,0.000557793616361946,g__unclassified
ASV247,0,0,0,0,0,0,g__Hyphochytrium
ASV248,0.000511310814998451,0,0,0,0,0,g__Acanthamoeba
ASV251,0.000108459869848156,0,0.00175085218469166,0,0.000108459869848156,0.000774713356058258,g__unidentified_Vampyrellidae
ASV252,9.2965602726991e-05,0.000139448404090487,0.000201425472575147,0.000278896808180973,7.74713356058258e-05,0.00432290052680508,g__unidentified_Rhabditida
ASV253,0.000108459869848156,0.000154942671211652,0.000185931205453982,0.00041834521227146,0.00202974899287264,0.000232414006817478,g__Angulamoeba
ASV254,0,0,0,0,0,0,g__unclassified
ASV255,0,0,0,0,0,0,g__Proleptomonas
ASV256,0.000263402541059808,0.000170436938332817,0.000371862410907964,0.000294391075302138,0.000743724821815928,0.00139448404090487,g__Neobodo
ASV257,7.74713356058258e-05,0.00171986365044933,0.000123954136969321,0.000309885342423303,9.2965602726991e-05,0.000108459869848156,g__Stemonitis
ASV259,0.00845986984815618,0,0,0.00396653238301828,0,0,g__unidentified_Enoplea
ASV260,0,0.000108459869848156,0.000232414006817478,0,0,0.00110009296560273,g__unidentified_Tubulinea
ASV261,0.000991633095754571,0.00041834521227146,0,0,0.000557793616361946,0.000635264951967772,g__unclassified
ASV264,0.000883173225906415,0,0.000836690424542919,0.00534552215680198,0.00048032228075612,0.00185931205453982,g__unclassified
ASV266,0.00114657576696622,0.000542299349240781,0.000247908273938643,0.000511310814998451,0.000526805082119616,0.00044933374651379,g__Mycamoeba
ASV267,0.000278896808180973,0,0.00229315153393244,0.000542299349240781,0,9.2965602726991e-05,g__unclassified
ASV270,0,0,0,0,0.00154942671211652,0,g__Allovahlkampfia
ASV271,0,0,0.000945150294391075,0,0,0,g__unclassified
ASV274,0.000154942671211652,0.000619770684846607,0.000263402541059808,0.000294391075302138,0.01050511310815,9.2965602726991e-05,g__Globobulimina
ASV275,0.0013789897737837,0.000433839479392625,0.000526805082119616,0.000464828013634955,0.000883173225906415,0.000201425472575147,g__BOLA868
ASV278,9.2965602726991e-05,0.000123954136969321,0.000340873876665634,0.000309885342423303,0.0017353579175705,0.000759219088937093,g__Pythium
ASV282,0,0,0,0,0,0,g__unclassified
ASV287,0.000294391075302138,0.000185931205453982,0.000201425472575147,0.000278896808180973,0.00627517818407189,0.000573287883483111,g__unclassified
ASV290,0,0,0,0,0,0,g__Globobulimina
ASV291,0.000170436938332817,0.000139448404090487,0.000495816547877285,0.000495816547877285,0.00402850945150294,0.000356368143786799,g__unclassified
ASV292,0.000511310814998451,0.00122404710257205,0.00044933374651379,0.000836690424542919,0.000139448404090487,0.000263402541059808,g__unclassified
ASV294,0.00044933374651379,0.000232414006817478,0.00636814378679888,0.000759219088937093,0.000402850945150294,0.000201425472575147,g__unclassified
ASV295,0,0.000216919739696312,0.000170436938332817,0.000247908273938643,0.000790207623179424,0,g__unidentified_Rhabditida
ASV296,0.00111558723272389,0.00048032228075612,0.0044468546637744,0.000573287883483111,0,0,g__unclassified
ASV299,0,0,0,0,0,0,g__unidentified_Triplonchida
ASV301,0.000216919739696312,0.000371862410907964,0.000356368143786799,0.000371862410907964,0.000325379609544469,0.00151843817787419,g__Flamella
ASV302,0,0.000108459869848156,0,0.000247908273938643,0.000201425472575147,0,g__Pythium
ASV303,0,0,0,0.0101797334986055,0.000511310814998451,0,g__unclassified
ASV304,0.000464828013634955,0,9.2965602726991e-05,0.000123954136969321,0,0.000170436938332817,g__unclassified
ASV305,0,0,0,0,0,0,g__Trinema
ASV306,0.000278896808180973,0.000139448404090487,0.00041834521227146,0,0.000526805082119616,0.000681747753331267,g__unclassified
ASV307,0.000495816547877285,0,0.00127052990393554,0.000371862410907964,0.00096064456151224,0.00123954136969321,g__unclassified
ASV308,0,0,0.000185931205453982,0,0,0,g__unclassified
ASV310,0,0,0,0,0,0,g__Rhogostoma
ASV311,0,0,3.09885342423303e-05,3.09885342423303e-05,0,3.09885342423303e-05,g__unclassified
ASV312,0.000247908273938643,0.00740625968391695,0.000557793616361946,0.000170436938332817,0.000309885342423303,0.000108459869848156,g__unidentified_Arachnida
ASV313,0,0,0,0,0,0,g__unclassified
ASV314,0.000263402541059808,0.000495816547877285,0.00212271459559963,0,0.00151843817787419,0.000216919739696312,g__unclassified
ASV315,0,0,0,0,0.00151843817787419,0,g__Acanthamoeba
ASV316,0.000247908273938643,0.000356368143786799,0.00212271459559963,0.00096064456151224,0.00148744964363186,0.00048032228075612,g__unclassified
ASV318,0.000697242020452433,0.000588782150604276,0.000666253486210102,0.000867678958785249,0.000774713356058258,0.00048032228075612,g__Eocercomonas
ASV319,0,0,0,0,0,0,g__unclassified
ASV321,0,0,0.000185931205453982,0.00331577316392935,0.000340873876665634,0.000278896808180973,g__unclassified
ASV324,0,0.000464828013634955,0,0,0,0.000728230554694763,g__unclassified
ASV326,0,0.000216919739696312,0.000123954136969321,0.000371862410907964,0,0.000201425472575147,g__Flamella
ASV327,0,0,0,0,0,0,g__unidentified_Triplonchida
ASV328,0.000123954136969321,0.000170436938332817,0.000216919739696312,0.000139448404090487,0.000154942671211652,0.000619770684846607,g__Glaeseria
ASV331,0,0,0,0,0,0,g__unclassified
ASV333,0.000340873876665634,0,0,0,0,0,g__unclassified
ASV339,0,0,0,0,0,0,g__unclassified
ASV341,0.000154942671211652,0.000232414006817478,0.000247908273938643,0.000139448404090487,0.000216919739696312,0.000201425472575147,g__unclassified
ASV343,0,0,0,0,0,0,g__Allovahlkampfia
ASV344,0.000619770684846607,0,0,0,0,0,g__unclassified
ASV347,0,0,0.000139448404090487,0.000340873876665634,0,0,g__unclassified
ASV350,0.000759219088937093,0.000294391075302138,0.00255655407499225,0.00302138208862721,0.000185931205453982,0.000154942671211652,g__Goniomonas
ASV351,0.00221568019832662,0.000356368143786799,0.000201425472575147,0,0,0.00140997830802603,g__unclassified
ASV353,0,0,0.000604276417725442,0.00089866749302758,0,0,g__unidentified_Chlorophyceae
ASV355,0,0,0,0,0,0,g__unclassified
ASV361,0,0.000154942671211652,0.000108459869848156,0.000263402541059808,0.000294391075302138,0.00261853114347691,g__Rhogostoma
ASV362,0,0,0,0,0,0.000216919739696312,g__unclassified
ASV364,0,0,0,0,0,0,g__Paracercomonas
ASV370,0,0,0.000185931205453982,0,0,0,g__unclassified
ASV372,0,0,0.0014254725751472,0.000681747753331267,0.000945150294391075,0,g__Sorodiplophrys
ASV374,0,0,0.000263402541059808,0.00114657576696622,0.000185931205453982,0,g__unclassified
ASV375,0,0,0.000356368143786799,0,0,0,g__unclassified
ASV376,0,0,0.00308335915711187,0.00120855283545088,0.000263402541059808,0.000201425472575147,g__Andalucia
ASV377,7.74713356058258e-05,0.000232414006817478,0.000216919739696312,0.000123954136969321,0,0.000108459869848156,g__unidentified_Tubulinea
ASV379,0,0,0,0.000402850945150294,0,0,g__Ischnamoeba
ASV380,0.00223117446544778,0.000170436938332817,0.000309885342423303,0.000557793616361946,0.00187480632166099,0.000216919739696312,g__unidentified_Arachnida
ASV382,0,0,0,0,0,0,g__unclassified
ASV383,0.000185931205453982,0.000294391075302138,0.000542299349240781,0.00171986365044933,0.000340873876665634,0.000185931205453982,g__unclassified
ASV384,0,0,0,0,0,0,g__unidentified_Vampyrellidae
ASV387,0,0,0,0,0,0,g__unclassified
ASV388,0,4.64828013634955e-05,0,0,0,0,g__unclassified
ASV389,0.000464828013634955,0,0.000232414006817478,0.00488069414316703,0.000170436938332817,0.000294391075302138,g__unclassified
ASV390,0,0.0010226216299969,0,0,0.00044933374651379,0.00048032228075612,g__unclassified
ASV391,0,7.74713356058258e-05,0.00114657576696622,0.000743724821815928,6.19770684846607e-05,0,g__unclassified
ASV392,0,0,0,0,0,0,g__unclassified
ASV398,0.000278896808180973,0.000139448404090487,0.000294391075302138,0.000185931205453982,9.2965602726991e-05,0,g__unclassified
ASV399,0,0,0,0,0,0,g__unclassified
ASV402,0.000123954136969321,0,0.000170436938332817,0.000201425472575147,6.19770684846607e-05,0.000340873876665634,g__unidentified_Gracilipodida
ASV403,0,0,0,0.000154942671211652,0,9.2965602726991e-05,g__unclassified
ASV404,0,0,0,0,0,0,g__unclassified
ASV407,0,0,0,0,0,0,g__unclassified
ASV408,0.000356368143786799,0.000464828013634955,0.000309885342423303,0.000201425472575147,0.000294391075302138,0.000170436938332817,g__unidentified_Collembola
ASV411,3.09885342423303e-05,0,0,9.2965602726991e-05,0,0,g__unclassified
ASV414,0,0.000139448404090487,0.000139448404090487,0,0.00176634645181283,0.00108459869848156,g__Vermamoeba
ASV417,0.00044933374651379,0,0.000836690424542919,0.000170436938332817,6.19770684846607e-05,6.19770684846607e-05,g__unclassified
ASV418,0,0,0,0,0,0,g__Stemonitis
ASV421,0,4.64828013634955e-05,0.000108459869848156,0,7.74713356058258e-05,0,g__Allovahlkampfia
ASV425,0,0.000356368143786799,0,0,0,0,g__unclassified
ASV426,0.00295940502014255,0.000216919739696312,0,0,0,0,g__unclassified
ASV427,0,0,0,0,0,0,g__unidentified_Tylenchida
ASV428,0.000154942671211652,0.000278896808180973,0.000123954136969321,0.000154942671211652,0.000604276417725442,0.000402850945150294,g__Arboramoeba
ASV430,0,0,0.000201425472575147,7.74713356058258e-05,0,0,g__Ichthyobodo
ASV431,0.000294391075302138,0,0.00421444065695693,0.000247908273938643,0.000108459869848156,0.000216919739696312,g__unclassified
ASV432,0,0,0,0.00308335915711187,0,0,g__unclassified
ASV433,0,0,0.000681747753331267,9.2965602726991e-05,0.000108459869848156,0,g__Cercomonas
ASV436,0.00114657576696622,0.000433839479392625,0.000526805082119616,0.00105361016423923,0.000619770684846607,0.000387356678029129,g__Phalansterium
ASV437,0.000185931205453982,0.000108459869848156,0.0020452432599938,0.000573287883483111,0.000170436938332817,0.000139448404090487,g__unclassified
ASV440,0.000154942671211652,0,0.000201425472575147,0.000154942671211652,0.000247908273938643,0.000139448404090487,g__Selaginella
ASV444,0,0,0,0.0013325069724202,0.000123954136969321,0,Unassigned_Genus
ASV445,0,0,0.000263402541059808,0,0,0.000588782150604276,g__Bromeliothrix
ASV446,0,0,0,0,0,0,g__unclassified
ASV448,0.000108459869848156,0,0,0,0,0,g__unclassified
ASV459,0,0.000154942671211652,0.00170436938332817,0,0.000263402541059808,0.000511310814998451,g__unclassified
ASV460,0,0,0,0.00281995661605206,0.000139448404090487,0,g__unidentified_Enoplea
ASV462,0,0,0.000123954136969321,0.00131701270529904,0.000123954136969321,0,g__unclassified
ASV464,0,0,0,0,0,0,g__Euglypha
ASV465,0.000185931205453982,0.00463278586922839,0.000185931205453982,0.000247908273938643,9.2965602726991e-05,7.74713356058258e-05,g__unidentified_Arachnida
ASV469,0,0,0,0,0,0,g__Stemonitis
ASV470,0.00044933374651379,0.000185931205453982,0.000232414006817478,0.000542299349240781,0.00092965602726991,0.000170436938332817,g__Cercomonas
ASV472,0,0,0,0,0,0,g__Euglypha
ASV473,0.000278896808180973,0,0.000201425472575147,0.000139448404090487,0,0.00322280756120236,g__unclassified
ASV474,0,0,0,0,0,0,g__unidentified_Haptoria
ASV475,0,0,0,0,0,0,g__unclassified
ASV477,0,9.2965602726991e-05,0,0.00254105980787109,0.000139448404090487,7.74713356058258e-05,g__unidentified_Rhabditida
ASV479,0,7.74713356058258e-05,7.74713356058258e-05,0.000123954136969321,7.74713356058258e-05,0,g__unidentified_Tylenchida
ASV482,0,0,0,0,0.00213820886272079,0.00103811589711807,g__unidentified_Gracilipodida
ASV485,4.64828013634955e-05,9.2965602726991e-05,0.000201425472575147,0.000185931205453982,0.000123954136969321,9.2965602726991e-05,g__Telaepolella
ASV487,0.000139448404090487,0,0.000154942671211652,0.000433839479392625,0,0,Unassigned_Genus
ASV489,0,0,0.000170436938332817,0.00165788658196467,6.19770684846607e-05,0,g__Leptomyxa
ASV492,0,0,0,0,0,0,g__unidentified_Vampyrellidae
ASV494,0,0,0,0.000247908273938643,0,0,g__Rhynchobodo
ASV498,0,0,0.000123954136969321,0.000216919739696312,0,0,g__Acanthamoeba
ASV500,0,0,0,0,0.000201425472575147,0,g__unclassified
ASV501,0,0,0,0,0,0,g__Gymnophrys
ASV502,0,0,0,0.000526805082119616,0.000495816547877285,0.000325379609544469,g__unclassified
ASV505,0.000185931205453982,0,0.000154942671211652,0.000201425472575147,0.00147195537651069,0.000619770684846607,g__Flamella
ASV506,0.000154942671211652,0.000108459869848156,0.000325379609544469,0.00303687635574837,0.000139448404090487,9.2965602726991e-05,g__unclassified
